Sitamarhi11000038,Bihar11000038,Vaishali_Cluster,Vaishali_Cluster11000038,East,Bihar,Sitamarhi,Sanjeev Kumar Suman,11000038,Vetnocal Gold 1 L,CATTLE FEED,,,PRIVATE LABEL,VETNOCAL GOLD,1,A,34.0%,34.0%,110,96,107,96,107,,,1,1,,,,0,0,0,0,,,0,,,0,,0,,,0,1,2,,,0,1,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,238,238,0,0,0,0,0,0,229,229,0,0,0,0,0,0,78,78,0,0,0,0,12%,18%,No AOP | Plan = Inventory (At Par),,,119,119,,,107,107,,,10,10,Sitamarhi
Sitamarhi11000061,Bihar11000061,Vaishali_Cluster,Vaishali_Cluster11000061,East,Bihar,Sitamarhi,Sanjeev Kumar Suman,11000061,Vetnoliv 1 L,CATTLE FEED,,,PRIVATE LABEL,VETNOLIV,1,A,46.0%,46.0%,165,149,161,149,161,,,1,1,,,,0,0,0,0,,,0,,,0,,0,,,0,1,2,,,0,1,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,321,321,0,0,0,0,0,0,308,308,0,0,0,0,0,0,142,142,0,0,0,0,12%,18%,No AOP | Plan = Inventory (At Par),,,178,178,,,160,160,,,79,79,Sitamarhi
Sitamarhi12001185,Bihar12001185,Vaishali_Cluster,Vaishali_Cluster12001185,East,Bihar,Sitamarhi,Sanjeev Kumar Suman,12001185,Akillis GA 40% WSG 2.5 GM,CROP NUTRITION,,,PRIVATE LABEL,NUTRI ONE AKILLIS GA 40% WSG,0.0025,D,0.0%,16.0%,23,0,16,0,"6,400",,1,2,2,,,,0,0,0,0,,,0,,,0,10,20,,,0,190,380,400,,400,200,400,400,0,400,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,"9,200","9,200",0,0,0,0,0,0,"6,400","6,400",0,0,0,0,0,0,"1,024","1,024",20%,18%,No AOP | Plan = Inventory (At Par),,700,"13,024","13,724",,594,"10,344","10,938",,136,"1,649","1,785",Sitamarhi
Sitamarhi10000987,Bihar10000987,Vaishali_Cluster,Vaishali_Cluster10000987,East,Bihar,Sitamarhi,Sanjeev Kumar Suman,10000987,Mustard GAPL DMS Gold 1 Kg,FIELD CROP,Mustard,,PRIVATE LABEL,MUSTARD GAPL DMS GOLD,1,A,55.0%,9.0%,850,575,575,575,575,,,7,7,,,,0,0,0,0,,,0,,,0,,0,,,0,58,82,,,0,58,82,0,0,0,0,0,82,82,0,0,0,0,0,0,0,0,"52,191","52,191",0,0,0,0,0,0,"46,972","46,972",0,0,0,0,0,0,"25,835","25,835",0,0,0,0,20%,18%,No AOP | Plan = Inventory (At Par),,,"49,343","49,343",,,"30,740","30,740",,,"18,764","18,764",Sitamarhi
Sitamarhi10003567,Bihar10003567,Vaishali_Cluster,Vaishali_Cluster10003567,East,Bihar,Sitamarhi,Sanjeev Kumar Suman,10003567,Mustard GAPL DMS Pallavi 1 Kg,FIELD CROP,Mustard,,PRIVATE LABEL,MUSTARD GAPL DMS PALLAVI,1,A,40.0%,53.0%,350,220,220,220,220,,,6,6,,,,0,0,0,0,,,0,,,0,,0,,,0,49,54,,,0,49,54,0,0,0,0,0,54,54,0,0,0,0,0,0,0,0,"13,309","13,309",0,0,0,0,0,0,"11,978","11,978",0,0,0,0,0,0,"4,791","4,791",0,0,0,0,13%,18%,No AOP | Plan = Inventory (At Par),,,"17,167","17,167",,,"10,290","10,290",,,"4,145","4,145",Sitamarhi
Sitamarhi10000711,Bihar10000711,Vaishali_Cluster,Vaishali_Cluster10000711,East,Bihar,Sitamarhi,Sanjeev Kumar Suman,10000711,DS Scented Coriander Seeds(Split) 500 gm,VEGETABLE SEEDS,Coriander,OP,PRIVATE LABEL,DS SCENTED CORIANDER SEEDS(SPLIT),0.5,D,5.0%,10.0%,125,125,125,250,250,,2,1,3,,,,1,0,125,0,,,0,40,,40,15,16,,,0,6,0,,,0,21,16,40,0,40,0,8,0,8,20,0,0,20,0,0,0,"2,049",0,"2,049","5,000",0,0,"5,000",0,"2,049",0,"2,049","5,000",0,0,"5,000",0,102,0,102,500,0,0,500,13%,18%,No AOP | Plan > Inventory (Shortage),,"1,950",780,"2,730",,"1,876",750,"2,626",,321,128,449,Sitamarhi
Sitamarhi10000712,Bihar10000712,Vaishali_Cluster,Vaishali_Cluster10000712,East,Bihar,Sitamarhi,Sanjeev Kumar Suman,10000712,DS Super Scent Coriander (Bold) 500 gm,VEGETABLE SEEDS,Coriander,OP,PRIVATE LABEL,DS SUPER SCENT CORIANDER SEEDS (BOLD),0.5,C,10.0%,13.0%,115,115,115,230,230,,2,10,12,,,,47,0,"5,640",0,,,0,,,0,65,65,80,,80,154,169,120,,120,219,234,200,0,200,0,33,85,117,0,40,60,100,0,0,0,"7,520","19,436","26,956",0,"9,200","13,800","23,000",0,"7,520","19,436","26,956",0,"9,200","13,800","23,000",0,752,"1,944","2,696",0,"1,196","1,794","2,990",13%,18%,No AOP | Plan < Inventory (Excess),,"8,134","19,175","27,310",,"7,478","17,710","25,188",,"1,266","2,991","4,257",Sitamarhi
Sitamarhi10000691,Bihar10000691,Vaishali_Cluster,Vaishali_Cluster10000691,East,Bihar,Sitamarhi,Sanjeev Kumar Suman,10000691,DS Basant French Bean Seeds 500 gm,VEGETABLE SEEDS,French Bean,OP,PRIVATE LABEL,DS BASANT DEHAAT FRENCH BEAN SEEDS,0.5,A,40.0%,32.0%,300,270,240,540,480,,,3,3,,,,0,0,0,0,,,0,,,0,,0,,,0,8,10,,,0,8,10,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,"3,130","3,130",0,0,0,0,0,0,"2,817","2,817",0,0,0,0,0,0,"1,127","1,127",0,0,0,0,13%,18%,No AOP | Plan = Inventory (At Par),,,"2,400","2,400",,,"2,040","2,040",,,890,890,Sitamarhi
Sitamarhi10000710,Bihar10000710,Vaishali_Cluster,Vaishali_Cluster10000710,East,Bihar,Sitamarhi,Sanjeev Kumar Suman,10000710,DS Scarlet DeHaat Onion Seeds 500 gm,VEGETABLE SEEDS,Onion,OP,PRIVATE LABEL,DS SCARLET DEHAAT ONION SEEDS,0.5,C,15.0%,10.0%,550,550,495,"1,100",990,,,3,3,,,,0,0,0,0,,,0,,,0,,0,,,0,87,113,80,,80,87,113,80,0,80,0,0,56,56,0,0,40,40,0,0,0,0,"61,918","61,918",0,0,"44,000","44,000",0,0,"61,918","61,918",0,0,"39,600","39,600",0,0,"9,288","9,288",0,0,"3,960","3,960",13%,18%,No AOP | Plan = Inventory (At Par),,,"43,500","43,500",,,"40,455","40,455",,,"2,386","2,386",Sitamarhi
Sitamarhi10004440,Bihar10004440,Vaishali_Cluster,Vaishali_Cluster10004440,East,Bihar,Sitamarhi,Sanjeev Kumar Suman,10004440,DS Samrat Gold DeHaat Pea Seeds 1 Kg,VEGETABLE SEEDS,Pea,Research,PRIVATE LABEL,DS SAMRAT GOLD DEHAAT PEA SEEDS,1,A,50.0%,31.0%,250,168,175,168,175,,,12,12,,,,0,0,0,0,,,0,,,0,,0,,,0,200,203,100,,100,200,203,100,0,100,0,0,203,203,0,0,100,100,0,0,0,0,"42,562","42,562",0,0,"25,000","25,000",0,0,"34,049","34,049",0,0,"17,500","17,500",0,0,"17,025","17,025",0,0,"5,425","5,425",10%,18%,No AOP | Plan = Inventory (At Par),,,"50,043","50,043",,,"41,000","41,000",,,"24,060","24,060",Sitamarhi
Sitamarhi10000693,Bihar10000693,Vaishali_Cluster,Vaishali_Cluster10000693,East,Bihar,Sitamarhi,Sanjeev Kumar Suman,10000693,DS Chetki Long Radish Seeds 50 gm,VEGETABLE SEEDS,Radish,OP,PRIVATE LABEL,DS CHETKI LONG DEHAAT RADISH SEEDS,0.05,A,50.1%,24.0%,25,25,23,500,450,,3,2,4,,,,0,0,0,0,,,0,,,0,170,179,150,,150,0,21,,,0,170,200,150,0,150,0,9,1,10,0,8,0,8,0,0,0,"4,474",526,"5,000",0,"3,750",0,"3,750",0,"4,474",526,"5,000",0,"3,375",0,"3,375",0,"2,242",264,"2,506",0,810,0,810,10%,18%,No AOP | Plan = Inventory (At Par),,"4,250",0,"4,250",,"4,250",-,"4,250",,"2,141",-22,"2,119",Sitamarhi
Sitamarhi10000701,Bihar10000701,Vaishali_Cluster,Vaishali_Cluster10000701,East,Bihar,Sitamarhi,Sanjeev Kumar Suman,10000701,DS Hill Queen Radish Seeds 250 gm,VEGETABLE SEEDS,Radish,OP,PRIVATE LABEL,DS HILL QUEEN DEHAAT RADISH SEEDS,0.25,A,35.0%,27.0%,100,100,90,400,360,,,1,1,,,,0,0,0,0,,,0,,,0,,0,,,0,10,20,,,0,10,20,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,"2,000","2,000",0,0,0,0,0,0,"2,000","2,000",0,0,0,0,0,0,700,700,0,0,0,0,10%,18%,No AOP | Plan = Inventory (At Par),,,"1,000","1,000",,,900,900,,,299,299,Sitamarhi
Sitamarhi10004180,Bihar10004180,Vaishali_Cluster,Vaishali_Cluster10004180,East,Bihar,Sitamarhi,Sanjeev Kumar Suman,10004180,GAPL DS Hari Rani Palak 500 GM,VEGETABLE SEEDS,Spinach,OP,PRIVATE LABEL,GAPL DS HARI RANI PALAK,0.5,C,15.0%,10.0%,50,50,50,100,100,,,9,9,,,,0,0,0,0,,,0,,,0,,0,,,0,131,141,80,,80,131,141,80,0,80,0,0,70,70,0,0,40,40,0,0,0,0,"7,043","7,043",0,0,"4,000","4,000",0,0,"7,043","7,043",0,0,"4,000","4,000",0,0,"1,056","1,056",0,0,400,400,10%,18%,No AOP | Plan = Inventory (At Par),,,"7,074","7,074",,,"6,550","6,550",,,622,622,Sitamarhi
Sitamarhi14000533,Bihar14000533,Vaishali_Cluster,Vaishali_Cluster14000533,East,Bihar,Sitamarhi,Sanjeev Kumar Suman,14000533,Balwaan BS 16M Manual Sprayer 16 L,TOOLS AND MACHINERY,,,PRIVATE LABEL,BALWAAN BS 16M MANUAL SPRAYER,16,C,13.0%,10.5%,"1,020",980,840,61,53,,1,1,2,,,,0,0,0,0,,,0,5,,5,8,4,4,,4,4,2,10,,10,12,5,19,0,19,0,57,28,85,80,64,160,304,0,0,0,"3,659","1,829","5,488","5,250","4,080","10,200","19,530",0,"3,484","1,742","5,227","4,200","3,360","8,400","15,960",0,453,226,679,441,353,882,"1,676",10%,18%,No AOP | Plan > Inventory (Shortage),,"8,888","4,400","13,288",,"7,365","3,679","11,044",,757,374,"1,131",Sitamarhi
Sitamarhi13000133,Bihar13000133,Vaishali_Cluster,Vaishali_Cluster13000133,East,Bihar,Sitamarhi,Sanjeev Kumar Suman,13000133,Amistar 15 ml,CROP PROTECTION,,,BRANDED,AMISTAR,0.015,D,2.4%,15.0%,90,74,550,"4,930","36,667",,2,1,3,,,,0,0,0,0,,,,,,0,359,359,,,0,10,10,,,0,369,369,0,0,0,0,5,0,6,0,0,0,0,0,0,0,"33,926",945,"34,871",0,0,0,0,0,"26,469",740,"27,209",0,0,0,0,0,635,18,653,0,0,0,0,3%,18%,No AOP | Plan = Inventory (At Par),,"32,310",900,"33,210",,"25,208",704,"25,912",,"1,047",31,"1,078",Sitamarhi
Sitamarhi13000872,Bihar13000872,Vaishali_Cluster,Vaishali_Cluster13000872,East,Bihar,Sitamarhi,Sanjeev Kumar Suman,13000872,Ferterra 4 Kg,CROP PROTECTION,,,BRANDED,FERTERRA,4,D,2.4%,50.0%,560,490,168,123,42,3,3,1,6,,,,60,0,"28,475",0,,305,305,250,,250,179,179,200,,200,0,0,,,0,484,484,450,0,450,"1,220",716,0,"1,936",1000,800,0,"1,800",0,0,"189,972","114,321",0,"304,293","140,000","112,000",0,"252,000","131,704","76,965",0,"208,669","42,000","33,600",0,"75,600","3,161","1,847",0,"5,008","21,000","16,800",0,"37,800",3%,18%,Plan < AOP | Plan > Inventory (Shortage),"180,925","108,877",0,"289,802","125,432","73,300",-,"198,732","5,244","2,764",-,"8,008",Sitamarhi
Sitamarhi13001100,Bihar13001100,Vaishali_Cluster,Vaishali_Cluster13001100,East,Bihar,Sitamarhi,Sanjeev Kumar Suman,13001100,Himil 100 gm,CROP PROTECTION,,,BRANDED,HIMIL,0.1,D,2.4%,50.1%,98,79,25,793,250,1,,,1,,,,0,0,0,0,,10,10,,,0,,,,,0,,,,,0,10,10,0,0,0,1,0,0,1,0,0,0,0,0,0,945,0,0,945,0,0,0,0,802,0,0,802,0,0,0,0,19,0,0,19,0,0,0,0,3%,18%,In AOP but Plan is ZERO,900,,,900,763,,,763,19,,,19,Sitamarhi
Sitamarhi13001913,Bihar13001913,Vaishali_Cluster,Vaishali_Cluster13001913,East,Bihar,Sitamarhi,Sanjeev Kumar Suman,13001913,Ridomil Gold 100 gm,CROP PROTECTION,,,BRANDED,REDOMIL GOLD,0.1,D,1.4%,35.0%,163,126,100,"1,264","1,000",,1,,1,,,,0,0,0,0,,,,,,0,120,120,,,0,,,,,0,120,120,0,0,0,0,12,0,12,0,0,0,0,0,0,0,"18,270",0,"18,270",0,0,0,0,0,"15,484",0,"15,484",0,0,0,0,0,372,0,372,0,0,0,0,7%,18%,No AOP | Plan = Inventory (At Par),,"17,400",,"17,400",,"14,746",,"14,746",,512,,512,Sitamarhi
Sitamarhi13002019,Bihar13002019,Vaishali_Cluster,Vaishali_Cluster13002019,East,Bihar,Sitamarhi,Sanjeev Kumar Suman,13002019,Saaf 20 gm,CROP PROTECTION,,,BRANDED,SAAF,0.02,D,2.4%,15.0%,20,15,50,728,"2,500",3,1,,4,,,,0,0,0,0,,450,450,,,0,400,400,,,0,,,,,0,850,850,0,0,0,9,8,0,17,0,0,0,0,0,0,"8,558","7,980",0,"16,538",0,0,0,0,"6,514","5,822",0,"12,336",0,0,0,0,156,140,0,296,0,0,0,0,4%,18%,In AOP but Plan is ZERO,"8,150","7,600",,"15,750","6,203","5,544",,"11,747",261,262,,523,Sitamarhi
Sitamarhi13002204,Bihar13002204,Vaishali_Cluster,Vaishali_Cluster13002204,East,Bihar,Sitamarhi,Sanjeev Kumar Suman,13002204,Sprint 100 gm,CROP PROTECTION,,,BRANDED,SPRINT,0.1,D,2.4%,13.0%,105,91,980,911,"9,800",,1,,1,,,,0,0,0,0,,,,,,0,120,120,,,0,,,,,0,120,120,0,0,0,0,12,0,12,0,0,0,0,0,0,0,"13,230",0,"13,230",0,0,0,0,0,"10,922",0,"10,922",0,0,0,0,0,262,0,262,0,0,0,0,3%,18%,No AOP | Plan = Inventory (At Par),,"12,600",,"12,600",,"10,401",,"10,401",,429,,429,Sitamarhi
Sitamarhi13002254,Bihar13002254,Vaishali_Cluster,Vaishali_Cluster13002254,East,Bihar,Sitamarhi,Sanjeev Kumar Suman,13002254,SULFEX 1 Kg,CROP PROTECTION,,,BRANDED,SULFEX,1,D,2.4%,2.4%,125,92,74,92,74,1,1,,2,,,,0,0,0,0,,200,200,,,0,17,17,,,0,,,,,0,217,217,0,0,0,200,17,0,217,0,0,0,0,0,0,"23,520","2,000",0,"25,520",0,0,0,0,"18,413","1,567",0,"19,980",0,0,0,0,442,38,0,480,0,0,0,0,3%,18%,In AOP but Plan is ZERO,"22,400","1,904",,"24,304","17,536","1,492",,"19,028",752,65,,817,Sitamarhi
Sitamarhi13002655,Bihar13002655,Vaishali_Cluster,Vaishali_Cluster13002655,East,Bihar,Sitamarhi,Sanjeev Kumar Suman,13002655,Weedmar 80% 500 gm,CROP PROTECTION,,,BRANDED,WEEDMAR 80%,0.5,D,2.4%,2.4%,140,119,490,239,980,,,1,1,,,,0,0,0,0,,,,,,0,,,,,0,20,20,,,0,20,20,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,"3,108","3,108",0,0,0,0,0,0,"2,392","2,392",0,0,0,0,0,0,57,57,0,0,0,0,4%,18%,No AOP | Plan = Inventory (At Par),,,"2,960","2,960",,,"2,278","2,278",,,101,101,Sitamarhi
Siwan11000063,Bihar11000063,Vaishali_Cluster,Vaishali_Cluster11000063,East,Bihar,Siwan,Sanjeev Kumar Suman,11000063,DEHAAT BALANCE DIET 25 KG,CATTLE FEED,,,PRIVATE LABEL,DEHAAT BALANCE DIET,25,D,8.0%,6.0%,618,455,609,18,24,1,1,1,2,1,1,1,1,0,618,0,,21,17,20,,20,16,13,40,,40,9,7,30,,30,46,37,90,0,90,417,317,179,913,500,"1,000",750,"2,250",0,0,"7,818","5,956","3,351","17,125","12,360","24,720","18,540","55,620","7,583","5,778","3,250","16,611","12,180","24,360","18,270","54,810",607,462,260,"1,329",731,"1,462","1,096","3,289",20%,18%,Plan > AOP | Plan > Inventory (Shortage),"10,668","8,321","4,572","23,561","10,353","8,207","4,503","23,063","1,249","1,269",601,"3,119",Siwan
Siwan11000004,Bihar11000004,Vaishali_Cluster,Vaishali_Cluster11000004,East,Bihar,Siwan,Sanjeev Kumar Suman,11000004,DeHaat Khurak 2000 45 Kg,CATTLE FEED,,,PRIVATE LABEL,DEHAAT KHURAK 2000,45,C,10.0%,9.6%,"1,198",977,"1,115",22,25,,,1,1,1,1,1,0,0,0,0,,,0,,,0,,0,,,0,13,12,,,0,13,12,0,0,0,0,0,557,557,0,0,0,0,0,0,0,0,"12,470","12,470",0,0,0,0,0,0,"12,096","12,096",0,0,0,0,0,0,"1,210","1,210",0,0,0,0,12%,18%,No AOP | Plan = Inventory (At Par),,,"13,000","13,000",,0,"12,632","12,632",,0,"1,259","1,259",Siwan
Siwan11000005,Bihar11000005,Vaishali_Cluster,Vaishali_Cluster11000005,East,Bihar,Siwan,Sanjeev Kumar Suman,11000005,DeHaat Khurak 2000 25 Kg,CATTLE FEED,,,PRIVATE LABEL,DEHAAT KHURAK 2000,25,C,10.0%,9.6%,673,549,627,22,25,3,1,3,7,2,3,2,36,0,"24,228",0,,81,132,30,,30,20,33,40,,40,34,55,40,,40,135,220,110,0,110,"3,293",813,"1,382","5,488",750,"1,000","1,000","2,750",0,0,"74,544","18,406","31,290","124,239","19,290","26,920","26,920","73,130","72,307","17,854","30,351","120,512","18,810","25,080","25,080","68,970","7,231","1,785","3,035","12,051","1,806","2,408","2,408","6,621",12%,18%,Plan < AOP | Plan < Inventory (Excess),"46,378","11,260","19,392","77,030","45,645","10,597","18,907","75,149","5,646",724,"2,118","8,488",Siwan
Siwan11000008,Bihar11000008,Vaishali_Cluster,Vaishali_Cluster11000008,East,Bihar,Siwan,Sanjeev Kumar Suman,11000008,DeHaat Khurak 3000 45 Kg,CATTLE FEED,,,PRIVATE LABEL,DEHAAT KHURAK 3000,45,D,9.0%,9.6%,"1,258","1,036","1,174",23,26,2,1,2,3,1,2,1,0,0,0,0,,14,16,,,0,12,14,,,0,25,29,,,0,51,60,0,0,0,739,634,"1,320","2,694",0,0,0,0,0,0,"17,550","15,043","31,339","63,932",0,0,0,0,"17,023","14,592","30,399","62,014",0,0,0,0,"1,532","1,313","2,736","5,581",0,0,0,0,10%,18%,In AOP but Plan is ZERO,"15,020","12,720","26,950","54,690","14,795","12,385","26,546","53,726","1,603","1,079","2,988","5,670",Siwan
Siwan11000009,Bihar11000009,Vaishali_Cluster,Vaishali_Cluster11000009,East,Bihar,Siwan,Sanjeev Kumar Suman,11000009,DeHaat Khurak 3000 25 Kg,CATTLE FEED,,,PRIVATE LABEL,DEHAAT KHURAK 3000,25,D,7.0%,9.6%,713,565,666,23,27,5,3,2,6,3,3,4,0,0,0,0,,47,43,40,,40,164,152,40,,40,40,37,30,,30,251,233,110,0,110,"1,085","3,809",923,"5,817",1000,"1,000",750,"2,750",0,0,"25,278","88,743","21,513","135,534","28,520","28,520","21,390","78,430","24,520","86,080","20,868","131,468","26,640","26,640","19,980","73,260","1,716","6,026","1,461","9,203","2,557","2,557","1,918","7,033",10%,18%,Plan < AOP | Plan > Inventory (Shortage),"28,841","99,422","24,120","152,383","28,371","95,554","23,758","147,683","3,555","8,976","2,639","15,170",Siwan
Siwan11000012,Bihar11000012,Vaishali_Cluster,Vaishali_Cluster11000012,East,Bihar,Siwan,Sanjeev Kumar Suman,11000012,DeHaat Khurak 5000 25 Kg,CATTLE FEED,,,PRIVATE LABEL,DEHAAT KHURAK 5000,25,D,8.0%,9.0%,763,631,751,25,30,,2,2,3,2,1,1,0,0,0,0,,,0,30,,30,24,16,30,,30,15,10,30,,30,39,26,90,0,90,0,401,251,652,750,750,750,"2,250",0,0,0,"10,436","6,523","16,959","22,890","22,890","22,890","68,670",0,"10,123","6,327","16,450","22,530","22,530","22,530","67,590",0,810,506,"1,316","2,028","2,028","2,028","6,083",8%,18%,No AOP | Plan > Inventory (Shortage),,"15,772","9,920","25,692",,"15,191","9,771","24,962",,"1,315","1,097","2,412",Siwan
Siwan12000375,Bihar12000375,Vaishali_Cluster,Vaishali_Cluster12000375,East,Bihar,Siwan,Sanjeev Kumar Suman,12000375,Micronutrients MgSo4 1 Kg,CROP NUTRITION,,,PRIVATE LABEL,MICRONUTRIENTS MGSO4,1,A,37.0%,37.0%,50,40,38,40,38,9,5,4,16,12,5,10,1150,0,"51,340",0,,505,503,1500,,1500,500,598,"1,000",,"1,000",150,0,250,,250,1155,"1,102","2,750",0,"2,750",503,598,0,"1,102",1500,"1,000",250,"2,750",0,0,"21,146","25,124",0,"46,269","75,000","50,000","12,500","137,500","20,139","23,927",0,"44,066","57,000","38,000","9,500","104,500","7,451","8,853",0,"16,304","21,090","14,060","3,515","38,665",8%,18%,Plan > AOP | Plan > Inventory (Shortage),"20,705","20,510","5,836","47,052","16,118","17,181","5,331","38,630","4,161","5,345","1,780","11,286",Siwan
Siwan12000377,Bihar12000377,Vaishali_Cluster,Vaishali_Cluster12000377,East,Bihar,Siwan,Sanjeev Kumar Suman,12000377,Micronutrients ZnSo4 250 gm,CROP NUTRITION,,,PRIVATE LABEL,MICRONUTRIENTS ZNSO4,0.25,B,29.0%,29.0%,49,34,37,136,148,6,13,8,24,20,15,10,2160,0,"93,536",0,,798,795,1200,,1200,1754,"1,988","1,200",,"1,200",544,637,480,,480,3096,"3,420","2,880",0,"2,880",199,497,159,855,300,300,120,720,0,0,"28,375","70,975","22,757","122,107","58,800","58,800","23,520","141,120","27,024","67,595","21,673","116,292","44,400","44,400","17,760","106,560","7,837","19,603","6,285","33,725","12,876","12,876","5,150","30,902",8%,18%,Plan > AOP | Plan < Inventory (Excess),"33,516","73,688","21,927","129,132","29,027","63,819","19,398","112,244","8,345","18,360","5,301","32,006",Siwan
Siwan12000378,Bihar12000378,Vaishali_Cluster,Vaishali_Cluster12000378,East,Bihar,Siwan,Sanjeev Kumar Suman,12000378,Micronutrients ZnSo4 1 Kg,CROP NUTRITION,,,PRIVATE LABEL,MICRONUTRIENTS ZNSO4,1,B,22.0%,22.0%,130,93,93,93,93,1,5,1,6,2,5,4,175,0,"20,313",0,,25,0,400,,400,190,398,300,,300,200,419,100,,100,415,816,800,0,800,0,398,419,816,400,300,100,800,0,0,0,"38,831","40,874","79,705","52,000","39,000","13,000","104,000",0,"36,982","38,928","75,910","37,200","27,900","9,300","74,400",0,"8,136","8,564","16,700","8,184","6,138","2,046","16,368",12%,18%,No AOP | Plan > Inventory (Shortage),"2,750","20,856","20,000","43,606","2,382","18,062","17,321","37,765",656,"4,946","3,523","9,125",Siwan
Siwan12001319,Bihar12001319,Vaishali_Cluster,Vaishali_Cluster12001319,East,Bihar,Siwan,Sanjeev Kumar Suman,12001319,N-SULPHA 1 Kg,CROP NUTRITION,,,PRIVATE LABEL,N-SULPHA,1,B,28.0%,28.0%,160,96,118,96,118,,4,3,5,1,1,2,0,0,0,0,,,0,,,0,270,257,200,,200,160,152,100,,100,430,410,300,0,300,0,257,152,410,0,200,100,300,0,0,0,"29,129","17,262","46,391",0,"32,000","16,000","48,000",0,"24,686","14,629","39,314",0,"23,600","11,800","35,400",0,"6,912","4,096","11,008",0,"6,608","3,304","9,912",5%,18%,No AOP | Plan = Inventory (At Par),,"27,020","16,050","43,070",,"22,211","13,194","35,405",,"5,225","3,128","8,353",Siwan
Siwan12001100,Bihar12001100,Vaishali_Cluster,Vaishali_Cluster12001100,East,Bihar,Siwan,Sanjeev Kumar Suman,12001100,NUTRI ONE N-ERGY 10 KG,CROP NUTRITION,,,PRIVATE LABEL,NUTRI ONE N-ERGY,10,B,23.0%,23.0%,450,390,390,39,39,3,2,1,5,4,2,3,0,0,0,0,,16,59,20,,20,3,33,30,,30,1,0,,,0,20,92,50,0,50,594,328,0,921,200,300,0,500,0,0,"24,317","13,412",0,"37,729","9,000","13,500",0,"22,500","23,159","12,773",0,"35,932","7,800","11,700",0,"19,500","5,327","2,938",0,"8,264","1,794","2,691",0,"4,485",8%,18%,Plan < AOP | Plan > Inventory (Shortage),"7,200","1,350",450,"9,000","6,514","1,221",407,"8,142","1,618",303,101,"2,022",Siwan
Siwan12001082,Bihar12001082,Vaishali_Cluster,Vaishali_Cluster12001082,East,Bihar,Siwan,Sanjeev Kumar Suman,12001082,NUTRI ONE NJAX 100 ml,CROP NUTRITION,,,PRIVATE LABEL,NUTRI ONE NJAX,0.1,C,15.0%,15.0%,50,38,38,380,380,0,0,0,0,1,1,1,0,0,0,0,,0,0,,,0,0,0,,,0,0,0,50,,50,0,0,50,0,50,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,"2,500","2,500",0,0,0,0,0,0,"1,900","1,900",0,0,0,0,0,0,285,285,8%,18%,No AOP | Plan = Inventory (At Par),0,0,0,0,0,0,0,0,0,0,0,0,Siwan
Siwan12001197,Bihar12001197,Vaishali_Cluster,Vaishali_Cluster12001197,East,Bihar,Siwan,Sanjeev Kumar Suman,12001197,OOZIER 5 Kg,CROP NUTRITION,,,PRIVATE LABEL,OOZIER,5,B,20.0%,20.0%,"1,175","1,165","1,165",233,233,1,,1,2,,,,1,0,"1,175",0,,2,1,,,0,,0,,,0,5,2,,,0,7,3,0,0,0,4,0,11,15,0,0,0,0,0,0,"1,034",0,"2,584","3,618",0,0,0,0,985,0,"2,461","3,446",0,0,0,0,197,0,492,689,0,0,0,0,14%,18%,In AOP but Plan is ZERO,"2,650",,"5,934","8,584","2,271",,"5,086","7,357",280,,111,391,Siwan
Siwan12000537,Bihar12000537,Vaishali_Cluster,Vaishali_Cluster12000537,East,Bihar,Siwan,Sanjeev Kumar Suman,12000537,Punch 10 gm,CROP NUTRITION,,,PRIVATE LABEL,PUNCH,0.01,A,30.0%,30.0%,20,0,10,0,"1,000",7,3,5,13,5,5,5,2,0,34,0,,1250,"1,238",1500,,1500,350,334,0,,0,150,292,300,,300,1750,"1,864","1,800",0,"1,800",12,3,3,19,15,0,3,18,0,0,0,0,0,0,"30,000",0,"6,000","36,000",0,0,0,0,"15,000",0,"3,000","18,000",0,0,0,0,"4,500",0,900,"5,400",25%,18%,Plan > AOP | Plan > Inventory (Shortage),"18,750","5,250","2,250","26,250","15,095","4,227","1,811","21,133","5,459","1,529",655,"7,643",Siwan
Siwan12000594,Bihar12000594,Vaishali_Cluster,Vaishali_Cluster12000594,East,Bihar,Siwan,Sanjeev Kumar Suman,12000594,Starter 4 Kg,CROP NUTRITION,,,PRIVATE LABEL,STARTER,4,A,40.0%,40.0%,500,420,420,105,105,2,3,1,4,1,1,1,0,0,0,0,,42,57,6,,6,24,32,,,0,-6,0,,,0,60,89,6,0,6,227,130,0,357,24,0,0,24,0,0,"25,054","14,316",0,"39,370","3,000",0,0,"3,000","23,861","13,635",0,"37,495","2,520",0,0,"2,520","9,544","5,454",0,"14,998","1,008",0,0,"1,008",25%,18%,Plan < AOP | Plan > Inventory (Shortage),"21,000","12,000","-3,000","30,000","17,400","9,744","-2,486","24,658","5,994","3,227",-856,"8,365",Siwan
